id,name,description,descriptionHTML,mail,website,instagramHandle,facebookHandle,twitterHandle,linkedinHandle,discordLink,telegramLink,youtubeChannel,tiktokHandle,Social,Treffen,Adresse,Anmerkungen
Rotaract,Rotaract Club Konstanz-Kreuzlingen,"Bei Rotaract treffen sich junge Leute zwischen 18 und 30 Jahren, die das gemeinsame Motto „Lernen –Helfen – Feiern“ verbindet. Wir alle haben dasselbe Anliegen: Menschen in Not zu helfen, dabei Freundschaften zu schließen und unseren Horizont zu erweitern. Wenn du auch dabei sein möchtest, melde dich gerne.","<p>Bei Rotaract treffen sich junge Leute zwischen 18 und 30 Jahren, die das gemeinsame Motto „Lernen –Helfen – Feiern“ verbindet. Wir alle haben dasselbe Anliegen: Menschen in Not zu helfen, dabei Freundschaften zu schließen und unseren Horizont zu erweitern. Wenn du auch dabei sein möchtest, melde dich gerne.</p>
",rotaract.hsg@uni-konstanz.de,http://konstanz.rotaract.de/,,,,,,,,,Insta: @rac_konstanz_kreuzlingen (unavailable),"Hussenstraße 14 „Haus zum Delphin“ (momentan Treffen über Zoom), mittwochs 19:30 Uhr",,"Website evtl. gerade nicht ganz up-to date; ihre Sache
Insta scheint nicht mehr zu existieren

Weitere Email: konstanz-vorstand@rotaract.de"
Sprungbrett,Sprungbrett Bildung Konstanz,"Wir wollen Kinder und Jugendliche im Alter zwischen 12 und 18 Jahren unterstützen. Nicht alle Jugendlichen habe die gleichen Voraussetzungen, um erfolgreich ins Leben zu starten. Immer wieder ist der familiäre Hintergrund, Herkunft oder auch die finanzielle Situation der Familie ausschlaggebend für den Erfolg von Schüler\*innen in unserem Bildungssystem. Sprungbrett Bildung fördert Schüler\*innen, die verschiedene soziale Hürden auf unserem Bildungsweg zu überwinden haben.

Wir helfen, indem wir langfristiges 1:1-Mentoring und Gemeinschaftsaktivitäten anbieten und so sowohl die schulische als auch die persönliche Entwicklung der Jugendlichen fördern. Das Mentoringprogramm sieht vor, dass die Mentor\*innen (Student\*innen) aus der Region Konstanz wöchentlich 1,5 h ihren/ihre Schüler\*innen (Mentee) betreuen. Außerdem werden vier Seminare im Jahr für die Mentees standortübergreifend (Karlsruhe, Reutlingen und Konstanz) angeboten, wodurch die Schüler\*innen sich untereinander austauschen, vernetzen und voneinander lernen können. Für die Mentor*innen werden zwei Seminare im Jahr angeboten, in denen sie für das Mentoringprogramm ausgebildet werden und mit anderen Mentor*innen ins Gespräch kommen können.

Wir fokussieren uns darauf, dass die Jugendlichen ihre eigenen Chancen und Talente erkennen und so zu selbstbewussten Heranwachsenden werden. Damit engagieren wir uns für faire Bildungschancen und gesellschaftlichen Zusammenhalt.","<p>Wir wollen Kinder und Jugendliche im Alter zwischen 12 und 18 Jahren unterstützen. Nicht alle Jugendlichen habe die gleichen Voraussetzungen, um erfolgreich ins Leben zu starten. Immer wieder ist der familiäre Hintergrund, Herkunft oder auch die finanzielle Situation der Familie ausschlaggebend für den Erfolg von Schüler*innen in unserem Bildungssystem. Sprungbrett Bildung fördert Schüler*innen, die verschiedene soziale Hürden auf unserem Bildungsweg zu überwinden haben.</p>
<p>Wir helfen, indem wir langfristiges 1:1-Mentoring und Gemeinschaftsaktivitäten anbieten und so sowohl die schulische als auch die persönliche Entwicklung der Jugendlichen fördern. Das Mentoringprogramm sieht vor, dass die Mentor*innen (Student*innen) aus der Region Konstanz wöchentlich 1,5 h ihren/ihre Schüler*innen (Mentee) betreuen. Außerdem werden vier Seminare im Jahr für die Mentees standortübergreifend (Karlsruhe, Reutlingen und Konstanz) angeboten, wodurch die Schüler*innen sich untereinander austauschen, vernetzen und voneinander lernen können. Für die Mentor<em>innen werden zwei Seminare im Jahr angeboten, in denen sie für das Mentoringprogramm ausgebildet werden und mit anderen Mentor</em>innen ins Gespräch kommen können.</p>
<p>Wir fokussieren uns darauf, dass die Jugendlichen ihre eigenen Chancen und Talente erkennen und so zu selbstbewussten Heranwachsenden werden. Damit engagieren wir uns für faire Bildungschancen und gesellschaftlichen Zusammenhalt.</p>
",sprungbrett-bildung.hsg@uni-konstanz.de,,,,,,,,,,,,,
StudierenOhneGrenzen,Studieren ohne Grenzen e.V.,"Wir setzen uns für Hochschulbildung in Regionen, die von Krieg und seinen Folgen betroffen sind, ein. Wir suchen junge engagierte Erwachsene aus diesen Regionen und ermutigen sie durch Vergabe von Stipendien, durch eigene ehrenamtliche Projekte zur weiteren Entwicklung ihres durch jahrzehntelange Kriege geschwächten Landes beizutragen.
Unsere Lokalgruppe Konstanz arbeitet mit den Lokalgruppen Stuttgart und Bonn zusammen an dem Afghanistan-Projekt mit. Wir freuen uns, dass wir seit 2013 mittlerweile 29 jungen Afghan*innen die Möglichkeit geben konnten, neben ihrem Studium Ideen zur Weiterentwicklung ihres Landes zu entwickeln. ","<p>Wir setzen uns für Hochschulbildung in Regionen, die von Krieg und seinen Folgen betroffen sind, ein. Wir suchen junge engagierte Erwachsene aus diesen Regionen und ermutigen sie durch Vergabe von Stipendien, durch eigene ehrenamtliche Projekte zur weiteren Entwicklung ihres durch jahrzehntelange Kriege geschwächten Landes beizutragen. Unsere Lokalgruppe Konstanz arbeitet mit den Lokalgruppen Stuttgart und Bonn zusammen an dem Afghanistan-Projekt mit. Wir freuen uns, dass wir seit 2013 mittlerweile 29 jungen Afghan*innen die Möglichkeit geben konnten, neben ihrem Studium Ideen zur Weiterentwicklung ihres Landes zu entwickeln.</p>
",studieren-ohne-grenzen.hsg@uni-konstanz.de,https://www.studieren-ohne-grenzen.org/,,https://www.facebook.com/sogkonstanz/,,,,,,,,,,"Weiß nicht wie aktuell die Informationen auf deren Website ist (auch bzgl. der Lokalgruppe in Konstanz)
Weitere Email: konstanz@studieren-ohne-grenzen.org"
Tintenklecks,Tintenklecks e.V.,"Tintenklecks e.V. ist ein ehrenamtlicher Verein der Universität Konstanz. Wir bieten Nachhilfe für sozial benachteiligte Kinder und Jugendliche in Konstanz an, denen eine solche Unterstützung ansonsten verwehrt bliebe. Derzeit umfasst unser Verein ca. 70 Studierende aus allen Fachrichtungen von Universität und HTWG. Darüber hinaus sind wir immer auf der Suche nach neuen Mitgliedern, die selbst Nachhilfe geben oder im Organisationsteam mitwirken wollen. Du kannst selbst entscheiden, in welchen Fächern und auf welchem Niveau du Nachhilfe geben möchtest. Im Gegenzug bieten wir Dir die Möglichkeit, Dich mit anderen zu vernetzen und unser Vereinsleben aktiv mitzugestalten. Für Dein Engagement erhältst Du ein Zertifikat, das Du bei Bewerbungen anfügen kannst. Wenn Du Lust hast, bei uns mitzumachen, melde Dich gerne per Mail! ","<p>Tintenklecks e.V. ist ein ehrenamtlicher Verein der Universität Konstanz. Wir bieten Nachhilfe für sozial benachteiligte Kinder und Jugendliche in Konstanz an, denen eine solche Unterstützung ansonsten verwehrt bliebe. Derzeit umfasst unser Verein ca. 70 Studierende aus allen Fachrichtungen von Universität und HTWG. Darüber hinaus sind wir immer auf der Suche nach neuen Mitgliedern, die selbst Nachhilfe geben oder im Organisationsteam mitwirken wollen. Du kannst selbst entscheiden, in welchen Fächern und auf welchem Niveau du Nachhilfe geben möchtest. Im Gegenzug bieten wir Dir die Möglichkeit, Dich mit anderen zu vernetzen und unser Vereinsleben aktiv mitzugestalten. Für Dein Engagement erhältst Du ein Zertifikat, das Du bei Bewerbungen anfügen kannst. Wenn Du Lust hast, bei uns mitzumachen, melde Dich gerne per Mail!</p>
",tintenklecks@uni-konstanz.de,http://www.tintenklecks-konstanz.de/,,,,,,,,,,,,
Ukraina,Ukraïna & Konstanz,"Das Hauptziel dieser Gruppe ist es, der Ukraine in Zusammenarbeit mit der Universität Konstanz zu helfen. Seit dem Beginn der russischen Invasion hat der Krieg in der Ukraine Zerstörung, Verwüstung und Leiden für mehrere Millionen von Menschen gebracht, und wir fühlen den Drang, alles zu tun, was wir können, um der Ukraine zu helfen, diese tragische Zeit zu überstehen.
Dazu gehören Demonstrationen und Märsche zur Unterstützung, Informationskampagnen, thematische Vorträge, Hilfe für ukrainische Studierende, Zusammenarbeit mit ukrainischen Universitäten usw. Diese Gruppe wird das Zentrum der Zusammenarbeit und Kommunikation mit Lehrenden und Studierenden der Universität bei den Informationskampagnen sein und den Zugang zu den Ankündigungsplattformen vereinfachen.","<p>Das Hauptziel dieser Gruppe ist es, der Ukraine in Zusammenarbeit mit der Universität Konstanz zu helfen. Seit dem Beginn der russischen Invasion hat der Krieg in der Ukraine Zerstörung, Verwüstung und Leiden für mehrere Millionen von Menschen gebracht, und wir fühlen den Drang, alles zu tun, was wir können, um der Ukraine zu helfen, diese tragische Zeit zu überstehen. Dazu gehören Demonstrationen und Märsche zur Unterstützung, Informationskampagnen, thematische Vorträge, Hilfe für ukrainische Studierende, Zusammenarbeit mit ukrainischen Universitäten usw. Diese Gruppe wird das Zentrum der Zusammenarbeit und Kommunikation mit Lehrenden und Studierenden der Universität bei den Informationskampagnen sein und den Zugang zu den Ankündigungsplattformen vereinfachen.</p>
",ukraina.hsg@uni-konstanz.de,,,,,,,,,,,,,
UNA,UNA (United Nations Association),"We, the United Nations Association Konstanz, are an English-speaking society that brings together students from a variety of courses with the aim of demonstrating our passion for the work of the UN.
This is done by virtue of regular Model United Nations debate training sessions, speaker events, trips, and participation in Model UN conferences. At such events, students step into the shoes of delegates and attempt to find resolutions to real world issues with the perspectives of a chosen or assigned country.
Furthermore, as a society, we strike a balance between serious discussion and more casual sessions, while striving to offer something for everyone.","<p>We, the United Nations Association Konstanz, are an English-speaking society that brings together students from a variety of courses with the aim of demonstrating our passion for the work of the UN. This is done by virtue of regular Model United Nations debate training sessions, speaker events, trips, and participation in Model UN conferences. At such events, students step into the shoes of delegates and attempt to find resolutions to real world issues with the perspectives of a chosen or assigned country. Furthermore, as a society, we strike a balance between serious discussion and more casual sessions, while striving to offer something for everyone.</p>
",una.hsg@uni-konstanz.de,,https://instagram.com/unakonstanz,,,,,,,,,,,
UnitedSelbsthilfe,UNIted! - Selbsthilfegruppe für Studierende,"Unsere Selbsthilfegruppe bietet allen Studierenden mit diversen psychischen Belastungen - von akutem Prüfungsstress & Versagensängsten bis hin zu psychischen Erkrankungen - einen sicheren Raum, offen über die Dinge zu sprechen, die sie bewegen, ihre Erfahrungen auszutauschen und sich gegenseitig zuzuhören. Es gibt eine „offene“ Gruppe, bei der jede\*r auch kurzfristig dazukommen kann und eine „feste“ Gruppe, in der man sich regelmäßig mit denselben Leuten trifft. In beiden Gruppen gilt selbstverständlich: Wer an den Treffen teilnimmt und was in den Treffen gesagt wird, wird außerhalb der Treffen nicht weitergegeben.

Die Gruppe gehört zum Selbsthilfegruppen-Netzwerk „KOMMIT“ und erfährt dadurch bei Bedarf auch professionelle Unterstützung. Die Gruppe ist aber KEIN therapeutisches Angebot. Falls ihr Fragen zum genauen Ablauf der Treffen oder andere Fragen/Anregungen zur Organisation/Konzeption der Gruppe habt, könnt ihr euch jederzeit bei uns per Mail melden. Bei Interesse an einer festen Gruppe bitte bei einem offenen Treffen oder per Mail nachfragen. Offene Treffen sind aktuell mittwochs um 17:00-18:45 Uhr im Raum C422.","<p>Unsere Selbsthilfegruppe bietet allen Studierenden mit diversen psychischen Belastungen - von akutem Prüfungsstress &amp; Versagensängsten bis hin zu psychischen Erkrankungen - einen sicheren Raum, offen über die Dinge zu sprechen, die sie bewegen, ihre Erfahrungen auszutauschen und sich gegenseitig zuzuhören. Es gibt eine „offene“ Gruppe, bei der jede*r auch kurzfristig dazukommen kann und eine „feste“ Gruppe, in der man sich regelmäßig mit denselben Leuten trifft. In beiden Gruppen gilt selbstverständlich: Wer an den Treffen teilnimmt und was in den Treffen gesagt wird, wird außerhalb der Treffen nicht weitergegeben.</p>
<p>Die Gruppe gehört zum Selbsthilfegruppen-Netzwerk „KOMMIT“ und erfährt dadurch bei Bedarf auch professionelle Unterstützung. Die Gruppe ist aber KEIN therapeutisches Angebot. Falls ihr Fragen zum genauen Ablauf der Treffen oder andere Fragen/Anregungen zur Organisation/Konzeption der Gruppe habt, könnt ihr euch jederzeit bei uns per Mail melden. Bei Interesse an einer festen Gruppe bitte bei einem offenen Treffen oder per Mail nachfragen. Offene Treffen sind aktuell mittwochs um 17:00-18:45 Uhr im Raum C422.</p>
",united.hsg@uni-konstanz.de,http://www.kom-mit.de/,,,,,,,,,,Offene Treffen sind aktuell mittwochs um 17:00-18:45 Uhr im Raum C422,,
ULA,United Liberty Association,"We are groups of students that want to support and help to make the world a better place to live for everyone. Our goal is to bring freedom for everyone and fight against dictatorship regimes that suppress people and deny the human rights. All people deserve peace and freedom. Our goal is to inform and support students that have experienced suppression, dictatorship or discrimination in their life, especially students who come from the Middle East.","<p>We are groups of students that want to support and help to make the world a better place to live for everyone. Our goal is to bring freedom for everyone and fight against dictatorship regimes that suppress people and deny the human rights. All people deserve peace and freedom. Our goal is to inform and support students that have experienced suppression, dictatorship or discrimination in their life, especially students who come from the Middle East.</p>
",unitedlibertyassociation.hsg@uni-konstanz.de,,,,,,,,,,,,,
Uniqueer,Uniqueer,"Wir sind eine Hochschulgruppe für alle, die in irgendeiner Weise der LGBTQIA+ Community angehören. Wir geben dir die Möglichkeit, dich mit Menschen zu treffen, die gerade das, neben vielen anderen Dingen, mit dir gemeinsam haben.
Dabei spielt es keine Rolle, ob du schon seit langem Teil der Community oder dir selbst noch sehr unsicher bezüglich deiner Identität bist. Wir bieten einen sicheren Ort für euch!

Bei unseren wöchentlichen Treffen quatschen wir gerne über queere Themen, malen gemeinsam Plakate für anstehende CSD’s in der Umgebung oder spielen einfach ein paar Gemeinschaftsspiele. (Um eine sichere Umgebung für alle zu schaffen, bitten wir euch, bei unseren Treffen keine Fotos zu machen und die anderen Teilnehmer:innen nicht außerhalb des Treffens zu outen.)","<p>Wir sind eine Hochschulgruppe für alle, die in irgendeiner Weise der LGBTQIA+ Community angehören. Wir geben dir die Möglichkeit, dich mit Menschen zu treffen, die gerade das, neben vielen anderen Dingen, mit dir gemeinsam haben. Dabei spielt es keine Rolle, ob du schon seit langem Teil der Community oder dir selbst noch sehr unsicher bezüglich deiner Identität bist. Wir bieten einen sicheren Ort für euch!</p>
<p>Bei unseren wöchentlichen Treffen quatschen wir gerne über queere Themen, malen gemeinsam Plakate für anstehende CSD’s in der Umgebung oder spielen einfach ein paar Gemeinschaftsspiele. (Um eine sichere Umgebung für alle zu schaffen, bitten wir euch, bei unseren Treffen keine Fotos zu machen und die anderen Teilnehmer:innen nicht außerhalb des Treffens zu outen.)</p>
",uniqueer@uni-konstanz.de,http://uniqueer.weebly.com/,https://www.instagram.com/uniqueerkn,,,,,,,,,"Aktuelle Infos über unsere Treffen findet ihr auch auf Instagram. Wenn ihr dazustoßen wollt, dann schreibt uns gern eine Direktnachricht auf Instagram / E-Mail oder kommt einfach vorbei!",,
AIGUK,AIGUK (Astronomische Interessensgemeinschaft an der Uni KN),"Wir sind die Anlaufstelle für alle atronomiebegeisterten Studenten und Mitarbeiter an der Uni Konstanz. Angefangen von unseren beeindruckenden Nachbarplaneten, tauchen wir ein in die Tiefe des Universums. Mit unseren Teleskopen entdecken wir Galaxien von gigantischem Ausmaß, prächtige Gasnebel und die Überreste von explodierten Sternen.","<p>Wir sind die Anlaufstelle für alle atronomiebegeisterten Studenten und Mitarbeiter an der Uni Konstanz. Angefangen von unseren beeindruckenden Nachbarplaneten, tauchen wir ein in die Tiefe des Universums. Mit unseren Teleskopen entdecken wir Galaxien von gigantischem Ausmaß, prächtige Gasnebel und die Überreste von explodierten Sternen.</p>
",aiguk@uni-konstanz.de,http://www.uni-konstanz.de/hsg/aiguk/,,,,,,,,,,,,
Anime,Anime-Club,"Konichiwa!
Wir vom AniKonstanz sind eine Gruppe Enthusiasten der japanischen Manga und Animekultur, die Gleichgesinnte treffen und gemeinsam eine schöne Zeit verbringen wollen.
Anime ist der Begriff für den japanischen Zeichentrick, der in Deutschland leider oftmals immer noch nur als Kinderkram abgetan wird. In Wahrheit werden Animeserien und Filme hauptsächlich für jugendliche und erwachsene Zielgruppen produziert und erreichen Fans auf der ganzen Welt. Urkomische Komödie, herzzerreißendes Drama, spannende Thriller, wilde Aktion, blutiger Horror - das alles und noch viel mehr kann Anime sein.
Wir freuen uns auf euch!","<p>Konichiwa! Wir vom AniKonstanz sind eine Gruppe Enthusiasten der japanischen Manga und Animekultur, die Gleichgesinnte treffen und gemeinsam eine schöne Zeit verbringen wollen. Anime ist der Begriff für den japanischen Zeichentrick, der in Deutschland leider oftmals immer noch nur als Kinderkram abgetan wird. In Wahrheit werden Animeserien und Filme hauptsächlich für jugendliche und erwachsene Zielgruppen produziert und erreichen Fans auf der ganzen Welt. Urkomische Komödie, herzzerreißendes Drama, spannende Thriller, wilde Aktion, blutiger Horror - das alles und noch viel mehr kann Anime sein. Wir freuen uns auf euch!</p>
",anime.club@uni-konstanz.de,https://animeklub-konstanz.de/,,,,,https://discord.gg/JKcctcd9p7,,,,,,,
BuchKlub,Buch Klub,"Der Buch-Klub ist ein Kreis von literaturinteressierten Studierenden, der wöchentlich zusammenkommt, um belletristische Werke zu diskutieren. Dabei steht es allen TeilnehmerInnen frei, ein Buch vorzustellen. Genre und Epoche sind unwichtig. Ziel ist die aktive Auseinandersetzung mit Inhalten und Stil von Romanen, Kurzgeschichten, Grabreden, Lobgesängen, Eulogien, Inkantationen, Märchen, Rezepten, Abhandlungen, Aufsätzen, Inhaltsangaben, Gebrauchsanleitungen und epischer Dichtung.","<p>Der Buch-Klub ist ein Kreis von literaturinteressierten Studierenden, der wöchentlich zusammenkommt, um belletristische Werke zu diskutieren. Dabei steht es allen TeilnehmerInnen frei, ein Buch vorzustellen. Genre und Epoche sind unwichtig. Ziel ist die aktive Auseinandersetzung mit Inhalten und Stil von Romanen, Kurzgeschichten, Grabreden, Lobgesängen, Eulogien, Inkantationen, Märchen, Rezepten, Abhandlungen, Aufsätzen, Inhaltsangaben, Gebrauchsanleitungen und epischer Dichtung.</p>
",buch-klub.hsg@uni-konstanz.de,,,,,,,,,,,"vor der Biologiesammlung auf M6, Donnerstag 18:00 ",,
Campuls,Campuls – Das Studierendenmagazin,"Wir sind das Studi-Magazin Campuls!
Hier schreiben Studierende nicht nur für Studierende über die Themen, die sie rund um Campus, Studium und das Leben in Konstanz bewegen. Zwei Mal im Semester erscheinen wir mit einer Printausgabe. Nebenbei veröffentlichen wir jede Woche Artikel auch online auf unserer Website und über Instagram. Wir berichten über das, was Studierende bewegt, was bei uns an der Uni so los ist und über Ereignisse rund um das Leben in Konstanz – politisch, kulturell und kunterbunt.

Hast du Lust am Schreiben, Fotografieren, Layouten, Illustrieren oder an Social Media? Dann bist du bei uns genau richtig! Schreib uns gerne eine Mail!","<p>Wir sind das Studi-Magazin Campuls! Hier schreiben Studierende nicht nur für Studierende über die Themen, die sie rund um Campus, Studium und das Leben in Konstanz bewegen. Zwei Mal im Semester erscheinen wir mit einer Printausgabe. Nebenbei veröffentlichen wir jede Woche Artikel auch online auf unserer Website und über Instagram. Wir berichten über das, was Studierende bewegt, was bei uns an der Uni so los ist und über Ereignisse rund um das Leben in Konstanz – politisch, kulturell und kunterbunt.</p>
<p>Hast du Lust am Schreiben, Fotografieren, Layouten, Illustrieren oder an Social Media? Dann bist du bei uns genau richtig! Schreib uns gerne eine Mail!</p>
",campuls.hsg@uni-konstanz.de,https://campuls.online/,https://www.instagram.com/campuls.online,,,,,,,,,Jeden Montag um 19 Uhr in Raum L202 an der HTWG.,,
Gaming,Gaming Konstanz,"Wir sind ein bunter Haufen aus verschiedenen Studienrichtungen, den eine Leidenschaft verbindet: Gaming! Egal ob Konsole oder PC, Single- oder Multiplayer; egal ob ihr mit Controllern in der Hand aufgewachsen seid oder ganz neu einsteigen wollt, bei uns ist für jeden etwas dabei.
Wir haben Zugriff auf diverse Konsolen und Spiele, die wir in geselliger Runde zocken, und im Rahmen eines SQ-Angebots könnt ihr manchmal sogar Credits erwerben. Schaut doch einfach mal bei unserem Live-Gaming vorbei oder besucht uns auf unserem Discord-Server, auf Instagram, auf unserer Facebook-Seite oder in unserer Facebook-Gruppe (Hochschulgruppe Gaming KN). Wir freuen uns auf euch!","<p>Wir sind ein bunter Haufen aus verschiedenen Studienrichtungen, den eine Leidenschaft verbindet: Gaming! Egal ob Konsole oder PC, Single- oder Multiplayer; egal ob ihr mit Controllern in der Hand aufgewachsen seid oder ganz neu einsteigen wollt, bei uns ist für jeden etwas dabei. Wir haben Zugriff auf diverse Konsolen und Spiele, die wir in geselliger Runde zocken, und im Rahmen eines SQ-Angebots könnt ihr manchmal sogar Credits erwerben. Schaut doch einfach mal bei unserem Live-Gaming vorbei oder besucht uns auf unserem Discord-Server, auf Instagram, auf unserer Facebook-Seite oder in unserer Facebook-Gruppe (Hochschulgruppe Gaming KN). Wir freuen uns auf euch!</p>
",guk-gaming.hsg@uni-konstanz.de,,https://www.instagram.com/hochschulgruppe.gaming.kn,http://facebook.com/gamingkonstanz,,,https://discord.com/invite/ep3eedp,,,,,"donnerstags von 14-17 Uhr im Media Lab/ GameLab (BA440, rechts neben dem Eingang zur Mediothek). Zusätzlich betreiben wir einen Discord-Server, über den wir gemeinsam auch remote spielen können.",,
Osteuropa,HSG Osteuropa,"Die Hochschulgruppe Osteuropa will Studierenden mit Interesse an osteuropäischen Kulturen einen aktiven Austausch ermöglichen. Sie richtet sich sowohl an Studierende der ""Osteuropawissenschaften"" - wie zum Beispiel slavistische Literaturwissenschaft, slavistische Sprachwissenschaft oder osteuropäische Geschichte - als auch an Studierende anderer an der Universität Konstanz vertretenen Disziplinen. Es sind alle gerne Willkommen!","<p>Die Hochschulgruppe Osteuropa will Studierenden mit Interesse an osteuropäischen Kulturen einen aktiven Austausch ermöglichen. Sie richtet sich sowohl an Studierende der Osteuropawissenschaften - wie zum Beispiel slavistische Literaturwissenschaft, slavistische Sprachwissenschaft oder osteuropäische Geschichte - als auch an Studierende anderer an der Universität Konstanz vertretenen Disziplinen. Es sind alle gerne Willkommen!</p>
",osteuropa.hsg@uni-konstanz.de,,https://www.instagram.com/osteuropa.hsg/,,,,,,,,,,,
Irrlichter,Irrlichter (Theater Gruppe),"Wir Irrlichter sind eine Laientheatergruppe mit Fokus auf Shakespeare's Werken. Wir arbeiten nach dem Prinzip ""jeder ist Regisseur"" und proben einmal pro Woche. Wir sind immer auf der Suche nach Neumitgliedern, sei es vor, auf, neben, unter oder hinter der Bühne.","<p>Wir Irrlichter sind eine Laientheatergruppe mit Fokus auf Shakespeare’s Werken. Wir arbeiten nach dem Prinzip jeder ist Regisseur und proben einmal pro Woche. Wir sind immer auf der Suche nach Neumitgliedern, sei es vor, auf, neben, unter oder hinter der Bühne.</p>
",irrlichter-theater.hsg@uni-konstanz.de,http://dieirrlichter.wordpress.com/,,http://www.facebook.com/IrrlichterTheater,,,,,,,,,,
Künstlerkollektiv,Künstlerkollektiv,,"
",kuenstlerkollektiv.hsg@uni-konstanz.de,,,,,,,,,,,,,"So gut wie keine Infos bisher
v.a. keine Beschreibung"
Lila,Lingua Latina (Lila),"Die Hochschulgruppe „Lingua Latina“ bietet den Studierenden der Latinistik und KdA eine Plattform zum informellen studentischen Austausch.

Weitere Informationen erhaltet ihr auf Ilias oder in der WhatsApp-Gruppe. Wenn ihr in die WhatsApp-Gruppe aufgenommen werden wollt, schreibt uns eine Mail.","<p>Die Hochschulgruppe „Lingua Latina“ bietet den Studierenden der Latinistik und KdA eine Plattform zum informellen studentischen Austausch.</p>
<p>Weitere Informationen erhaltet ihr auf Ilias oder in der WhatsApp-Gruppe. Wenn ihr in die WhatsApp-Gruppe aufgenommen werden wollt, schreibt uns eine Mail.</p>
",lingua.latina.hsg@uni.kn,https://ilias.uni-konstanz.de/goto_ILIASKONSTANZ_crs_1180827.html,,,,,,,,,,"Kaffeedates: Jeden Mittwoch, um 14 Uhr",,
Lumiere,Lumiere Uni Kino,"Herzlich Willkommen beim Lumière Unikino! Jeden Dienstag um 19 Uhr verwandelt sich der Hörsaal R711 in einen Kinosaal. Wir zeigen spannende, lustige und emotionale Filme – von Blockbuster bis Independentfilm, von ganz alt bis ganz neu, vom absoluten Klassiker bis Hab-ich-noch-nie-gehört. Wir versuchen, alle Filme in der Originalsprache mit Untertiteln zu zeigen. Die Sprache der Untertitel ist je nach Film und Publikum entweder Englisch oder Deutsch. Der Eintritt ist frei!

Die wichtigsten Infos nochmal auf einen Blick:

- Jeden Dienstag im Semester
- 19 Uhr im Raum R711
- Originalsprache mit Untertiteln (meist Englisch mit deutschen Untertiteln)
- Eintritt frei!
","<p>Herzlich Willkommen beim Lumière Unikino! Jeden Dienstag um 19 Uhr verwandelt sich der Hörsaal R711 in einen Kinosaal. Wir zeigen spannende, lustige und emotionale Filme – von Blockbuster bis Independentfilm, von ganz alt bis ganz neu, vom absoluten Klassiker bis Hab-ich-noch-nie-gehört. Wir versuchen, alle Filme in der Originalsprache mit Untertiteln zu zeigen. Die Sprache der Untertitel ist je nach Film und Publikum entweder Englisch oder Deutsch. Der Eintritt ist frei!</p>
<p>Die wichtigsten Infos nochmal auf einen Blick:</p>
<ul>
<li>Jeden Dienstag im Semester</li>
<li>19 Uhr im Raum R711</li>
<li>Originalsprache mit Untertiteln (meist Englisch mit deutschen Untertiteln)</li>
<li>Eintritt frei!</li>
</ul>
",kino@uni-konstanz.de,http://www.uni-konstanz.de/kino,https://www.instagram.com/lumiere.unikino,,,,,,,,,,,
9B,Podcast 9B,"Der Podcast wird von studentischen Hilfskräften des [KIM.LR](https://streaming.uni-konstanz.de/) moderiert und produziert. Das Team besteht aktuell aus 12 HiWis, die verschiedensten Studiengängen angehören. Wenn wir nicht gerade am Podcast 9B arbeiten, bieten wir Vorlesungsaufzeichnungen oder auch Hilfestellungen und Kurse zum Videoschnitt an.","<p>Der Podcast wird von studentischen Hilfskräften des <a href=""https://streaming.uni-konstanz.de/"">KIM.LR</a> moderiert und produziert. Das Team besteht aktuell aus 12 HiWis, die verschiedensten Studiengängen angehören. Wenn wir nicht gerade am Podcast 9B arbeiten, bieten wir Vorlesungsaufzeichnungen oder auch Hilfestellungen und Kurse zum Videoschnitt an.</p>
",podcast@uni-konstanz.de,https://streaming.uni-konstanz.de/podcast-9b/,https://www.instagram.com/podcast9B,,https://twitter.com/podcast9B,,,,,https://www.tiktok.com/@podcast9B,,,,
Rollenspiel,Rollenspiel,Packt Würfel und Gewandung aus! Wir vermitteln Pen and Paper Spielgruppen aneinander und organisieren ein monatliches Vampire the Masquerade LARP an der Uni.,"<p>Packt Würfel und Gewandung aus! Wir vermitteln Pen and Paper Spielgruppen aneinander und organisieren ein monatliches Vampire the Masquerade LARP an der Uni.</p>
",live.rollenspiel.hsg@uni-konstanz.de,https://vampire-konstanz.boards.net/,,,,,,,,,,"Spieltermin Vampire LARP: Normalerweise 3. Samstag im Monat, ca. 15 Uhr, E4 in der Uni; derzeit ausgesetzt",,Sieht etwas inaktiv aus
SWFanclub,Star Wars Fanclub,"Der Star Wars Fanclub möchte monatliche Treffen abhalten, in denen Studierende aller Fachbereiche zusammen kommen können und gemeinsam die Möglichkeit bekommen über Star Wars zu reden, die Folgen zu besprechen und die Filme zu schauen. Zudem sollen gemeinsame Ideen und Fantheorien entwickelt werden.","<p>Der Star Wars Fanclub möchte monatliche Treffen abhalten, in denen Studierende aller Fachbereiche zusammen kommen können und gemeinsam die Möglichkeit bekommen über Star Wars zu reden, die Folgen zu besprechen und die Filme zu schauen. Zudem sollen gemeinsame Ideen und Fantheorien entwickelt werden.</p>
",starwars.hsg@uni-konstanz.de,,,,,,,,,,,,,
